0.005,2,3,0.75,0.3463909365035811
0.01,2,3,0.75,0.3466622123039776
0.005,4,3,0.75,0.349609420003966
0.01,4,3,0.75,0.3512087452215065
0.005,5,3,0.75,0.3508663491772274
0.01,5,3,0.75,0.3520532536340676
0.005,2,5,0.75,0.3477176028348382
0.01,2,5,0.75,0.34840004987436984
0.005,4,5,0.75,0.35066196566842
0.01,4,5,0.75,0.35271140159453596
0.005,5,5,0.75,0.35225070937253605
0.01,5,5,0.75,0.35270880581593383
0.005,2,10,0.75,0.34781933198501164
0.01,2,10,0.75,0.34880393368472473
0.005,4,10,0.75,0.35106440001556033
0.01,4,10,0.75,0.3521779941518134
0.005,5,10,0.75,0.3520073827874706
0.01,5,10,0.75,0.35175190488619834
